goal	rule	score
officialLanguage(L, english)	officialLanguage(uganda, english)	1
officialLanguage(georgia, georgian)	officialLanguage(georgia, georgian)	1
locatedIn(Y, africa)	locatedIn(mali, africa)	1
borders(C, L)	borders(hungary, romania)	1
twoBorderTrip(Country, thailand)	twoBorderTrip(X, Z) :- sharesBorder(X, Y), sharesBorder(Y, Z)	1
currencyOf(L, C)	currencyOf(israel, shekel)	1
borders(central_african_republic, L)	borders(central_african_republic, dr_congo)	1
borders(Continent, C)	borders(mexico, belize)	1
cityIn(City, C)	cityIn(cluj_napoca, romania)	1
cityIn(C, City)	cityIn(wau, south_sudan)	1
locatedIn(Region, asia)	locatedIn(uzbekistan, asia)	1
currencyOf(O, C)	currencyOf(peru, sol)	1
borders(R, C)	borders(eswatini, mozambique)	1
borders(C, L)	borders(south_korea, north_korea)	1
sharesBorder(benin, niger)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(Org, mozambique)	borders(tanzania, mozambique)	1
officialLanguage(afghanistan, dari)	officialLanguage(afghanistan, dari)	1
cityIn(C, City)	cityIn(siem_reap, cambodia)	1
borders(Region, C)	borders(cambodia, vietnam)	1
locatedIn(Z, C)	locatedIn(bulgaria, europe)	1
borders(Org, zambia)	borders(namibia, zambia)	1
borders(R, C)	borders(belarus, poland)	1
borders(C, City)	borders(eswatini, mozambique)	1
locatedIn(kenya, C)	locatedIn(kenya, africa)	1
borders(burkina_faso, Org)	borders(burkina_faso, togo)	1
borders(north_macedonia, L)	borders(north_macedonia, bulgaria)	1
cityIn(C, City)	cityIn(nairobi, kenya)	1
memberOf(netherlands, g20)	memberOf(netherlands, g20)	1
borders(C, Continent)	borders(botswana, zambia)	1
locatedIn(haiti, C)	locatedIn(haiti, north_america)	1
borders(City, C)	borders(djibouti, eritrea)	1
borders(L, C)	borders(armenia, georgia)	1
borders(russia, Region)	borders(russia, norway)	1
borders(C, L)	borders(kenya, tanzania)	1
sharesBorder(C, germany)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(angola, R)	borders(angola, zambia)	1
borders(R, X)	borders(serbia, croatia)	1
borders(C, L)	borders(costa_rica, panama)	1
locatedIn(Country, europe)	locatedIn(russia, europe)	1
locatedIn(O, africa)	locatedIn(tanzania, africa)	1
currencyOf(City, C)	currencyOf(latvia, euro)	1
sharesBorder(V, azerbaijan)	sharesBorder(X, Y) :- borders(X, Y)	1
currencyOf(C, City)	currencyOf(luxembourg, euro)	1
borders(W, Continent)	borders(syria, turkey)	1
officialLanguage(City, C)	officialLanguage(slovakia, slovak)	1
borders(City, C)	borders(china, vietnam)	1
locatedIn(czechia, Neighbor)	locatedIn(czechia, europe)	1
memberOf(C, V)	memberOf(canada, nato)	1
borders(brazil, L)	borders(brazil, bolivia)	1
borders(Continent, W)	borders(iraq, jordan)	1
locatedIn(Region, europe)	locatedIn(armenia, europe)	1
currencyOf(Continent, eastern_caribbean_dollar)	currencyOf(saint_vincent_and_the_grenadines, eastern_caribbean_dollar)	1
sharesBorder(turkey, armenia)	sharesBorder(X, Y) :- borders(Y, X)	1
officialLanguage(City, C)	officialLanguage(fiji, english)	1
currencyOf(Continent, bahamian_dollar)	currencyOf(bahamas, bahamian_dollar)	1
borders(russia, V)	borders(russia, mongolia)	1
locatedIn(C, Y)	locatedIn(eswatini, africa)	1
officialLanguage(V, C)	officialLanguage(central_african_republic, french)	1
sharesBorder(Country, hungary)	sharesBorder(X, Y) :- borders(X, Y)	1
locatedIn(O, asia)	locatedIn(tajikistan, asia)	1
borders(nigeria, R)	borders(nigeria, niger)	1
cityIn(W, australia)	cityIn(sydney, australia)	1
borders(R, C)	borders(hungary, slovakia)	1
cityIn(City, C)	cityIn(islamabad, pakistan)	1
cityIn(City, C)	cityIn(pyongyang, north_korea)	1
borders(eritrea, C)	borders(eritrea, sudan)	1
borders(Region, C)	borders(uganda, rwanda)	1
currencyOf(C, City)	currencyOf(palau, usd)	1
cityIn(C, chile)	cityIn(santiago, chile)	1
borders(Region, iran)	borders(azerbaijan, iran)	1
locatedIn(C, oceania)	locatedIn(vanuatu, oceania)	1
cityIn(C, brazil)	cityIn(brasilia, brazil)	1
sharesBorder(V, uzbekistan)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(C, Region)	borders(libya, tunisia)	1
sharesBorder(france, Org)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(R, C)	borders(tanzania, mozambique)	1
locatedIn(Region, C)	locatedIn(eritrea, africa)	1
borders(C, City)	borders(hungary, slovakia)	1
borders(W, Continent)	borders(south_africa, mozambique)	1
borders(sudan, C)	borders(sudan, libya)	1
locatedIn(C, middle_east)	locatedIn(syria, middle_east)	1
borders(kyrgyzstan, L)	borders(kyrgyzstan, tajikistan)	1
sharesBorder(C, burundi)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(C, W)	borders(italy, switzerland)	1
borders(Neighbor, zambia)	borders(namibia, zambia)	1
borders(V, namibia)	borders(zimbabwe, namibia)	1
borders(Continent, C)	borders(netherlands, belgium)	1
borders(X, R)	borders(benin, burkina_faso)	1
borders(C, Continent)	borders(tanzania, dr_congo)	1
borders(Continent, W)	borders(benin, togo)	1
borders(City, C)	borders(guyana, suriname)	1
locatedIn(Z, middle_east)	locatedIn(israel, middle_east)	1
memberOf(Z, C)	memberOf(germany, g20)	1
currencyOf(City, C)	currencyOf(gabon, cfa_franc)	1
borders(Country, C)	borders(benin, niger)	1
borders(C, Continent)	borders(egypt, israel)	1
borders(V, C)	borders(chad, sudan)	1
borders(colombia, venezuela)	borders(colombia, venezuela)	1
officialLanguage(City, C)	officialLanguage(south_sudan, english)	1
locatedIn(V, south_america)	locatedIn(argentina, south_america)	1
sharesBorder(russia, Org)	sharesBorder(X, Y) :- borders(X, Y)	1
currencyOf(O, C)	currencyOf(yemen, yemeni_rial)	1
currencyOf(City, C)	currencyOf(afghanistan, afghani)	1
officialLanguage(C, portuguese)	officialLanguage(guinea_bissau, portuguese)	1
borders(lithuania, Continent)	borders(lithuania, belarus)	1
locatedIn(C, City)	locatedIn(haiti, north_america)	1
sharesBorder(congo, C)	sharesBorder(X, Y) :- borders(X, Y)	1
memberOf(Region, C)	memberOf(canada, g20)	1
borders(L, cote_divoire)	borders(burkina_faso, cote_divoire)	1
borders(C, City)	borders(malawi, zambia)	1
borders(south_korea, R)	borders(south_korea, north_korea)	1
borders(Country, C)	borders(peru, bolivia)	1
borders(C, O)	borders(china, north_korea)	1
borders(C, V)	borders(senegal, guinea_bissau)	1
capitalOf(argentina, Country)	capitalOf(argentina, buenos_aires)	1
borders(C, City)	borders(ukraine, poland)	1
borders(liechtenstein, W)	borders(liechtenstein, switzerland)	1
capitalOf(somalia, O)	capitalOf(somalia, mogadishu)	1
borders(india, O)	borders(india, myanmar)	1
cityIn(W, malaysia)	cityIn(penang, malaysia)	1
locatedIn(X, C)	locatedIn(north_korea, asia)	1
capitalOf(trinidad_and_tobago, O)	capitalOf(trinidad_and_tobago, port_of_spain)	1
officialLanguage(City, C)	officialLanguage(kiribati, gilbertese)	1
borders(C, Region)	borders(kenya, uganda)	1
borders(uzbekistan, Org)	borders(uzbekistan, afghanistan)	1
capitalOf(City, C)	capitalOf(kuwait, kuwait_city)	1
borders(argentina, R)	borders(argentina, bolivia)	1
locatedIn(Org, C)	locatedIn(south_sudan, africa)	1
locatedIn(pakistan, Z)	locatedIn(pakistan, asia)	1
borders(Continent, C)	borders(kazakhstan, turkmenistan)	1
officialLanguage(R, english)	officialLanguage(dominica, english)	1
borders(C, suriname)	borders(brazil, suriname)	1
borders(W, Continent)	borders(georgia, russia)	1
borders(Continent, W)	borders(burkina_faso, togo)	1
memberOf(france, nato)	memberOf(france, nato)	1
officialLanguage(W, C)	officialLanguage(dr_congo, french)	1
borders(V, thailand)	borders(laos, thailand)	1
memberOf(X, C)	memberOf(united_kingdom, nato)	1
borders(Region, C)	borders(rwanda, dr_congo)	1
borders(C, R)	borders(ethiopia, somalia)	1
locatedIn(R, africa)	locatedIn(seychelles, africa)	1
borders(L, italy)	borders(austria, italy)	1
locatedIn(Y, europe)	locatedIn(finland, europe)	1
memberOf(C, V)	memberOf(italy, g20)	1
officialLanguage(C, City)	officialLanguage(burundi, kirundi)	1
sharesBorder(Country, malawi)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(palestine, W)	borders(palestine, israel)	1
borders(C, Country)	borders(brazil, uruguay)	1
officialLanguage(Org, english)	officialLanguage(bahrain, english)	1
memberOf(Org, nato)	memberOf(netherlands, nato)	1
borders(Neighbor, mauritania)	borders(mali, mauritania)	1
cityIn(City, C)	cityIn(conakry, guinea)	1
capitalOf(City, C)	capitalOf(sri_lanka, sri_jayawardenepura_kotte)	1
currencyOf(City, euro)	currencyOf(italy, euro)	1
locatedIn(City, C)	locatedIn(bahamas, north_america)	1
currencyOf(Z, mark)	currencyOf(bosnia_and_herzegovina, mark)	1
cityIn(C, somalia)	cityIn(mogadishu, somalia)	1
borders(City, C)	borders(nigeria, benin)	1
borders(C, Region)	borders(bosnia_and_herzegovina, croatia)	1
borders(Country, poland)	borders(belarus, poland)	1
locatedIn(singapore, C)	locatedIn(singapore, asia)	1
officialLanguage(L, french)	officialLanguage(belgium, french)	1
memberOf(Y, nato)	memberOf(slovakia, nato)	1
borders(C, Country)	borders(turkmenistan, afghanistan)	1
borders(china, R)	borders(china, bhutan)	1
cityIn(C, City)	cityIn(thies, senegal)	1
borders(R, C)	borders(nigeria, niger)	1
borders(L, C)	borders(colombia, peru)	1
cityIn(City, C)	cityIn(durres, albania)	1
sharesBorder(Region, south_korea)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(C, O)	borders(colombia, venezuela)	1
officialLanguage(W, C)	officialLanguage(czechia, czech)	1
officialLanguage(Y, english)	officialLanguage(pakistan, english)	1
memberOf(Org, g20)	memberOf(united_states, g20)	1
borders(C, Z)	borders(syria, israel)	1
locatedIn(morocco, Neighbor)	locatedIn(morocco, africa)	1
borders(Continent, W)	borders(congo, gabon)	1
memberOf(Y, g20)	memberOf(saudi_arabia, g20)	1
officialLanguage(W, C)	officialLanguage(iraq, kurdish)	1
officialLanguage(Neighbor, english)	officialLanguage(dominica, english)	1
currencyOf(C, City)	currencyOf(lithuania, euro)	1
borders(panama, C)	borders(panama, colombia)	1
capitalOf(City, C)	capitalOf(brazil, brasilia)	1
borders(Region, C)	borders(brazil, argentina)	1
borders(thailand, L)	borders(thailand, malaysia)	1
borders(R, X)	borders(brazil, uruguay)	1
borders(zimbabwe, V)	borders(zimbabwe, botswana)	1
borders(angola, Region)	borders(angola, dr_congo)	1
sharesBorder(W, slovakia)	sharesBorder(X, Y) :- borders(Y, X)	1
locatedIn(Country, middle_east)	locatedIn(bahrain, middle_east)	1
borders(Country, ukraine)	borders(russia, ukraine)	1
threeBorderTrip(L, france)	threeBorderTrip(X, W) :- twoBorderTrip(X, Y), sharesBorder(Y, W)	1
locatedIn(nepal, C)	locatedIn(nepal, asia)	1
locatedIn(costa_rica, C)	locatedIn(costa_rica, north_america)	1
sharesBorder(burkina_faso, Org)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(X, R)	borders(cameroon, gabon)	1
borders(Country, turkey)	borders(bulgaria, turkey)	1
officialLanguage(Neighbor, english)	officialLanguage(saint_vincent_and_the_grenadines, english)	1
locatedIn(V, north_america)	locatedIn(dominican_republic, north_america)	1
borders(mali, Country)	borders(mali, niger)	1
locatedIn(benin, africa)	locatedIn(benin, africa)	1
currencyOf(C, City)	currencyOf(central_african_republic, cfa_franc)	1
cityIn(City, C)	cityIn(pokhara, nepal)	1
sharesBorder(Country, togo)	sharesBorder(X, Y) :- borders(X, Y)	1
officialLanguage(Y, swahili)	officialLanguage(kenya, swahili)	1
borders(C, Region)	borders(china, kyrgyzstan)	1
sharesBorder(cameroon, R)	sharesBorder(X, Y) :- borders(Y, X)	1
memberOf(Z, C)	memberOf(kuwait, gcc)	1
borders(Continent, W)	borders(ethiopia, somalia)	1
currencyOf(Continent, tanzanian_shilling)	currencyOf(tanzania, tanzanian_shilling)	1
memberOf(Neighbor, nato)	memberOf(romania, nato)	1
locatedIn(City, C)	locatedIn(trinidad_and_tobago, north_america)	1
borders(L, C)	borders(netherlands, germany)	1
borders(Continent, C)	borders(india, bangladesh)	1
borders(egypt, V)	borders(egypt, libya)	1
memberOf(C, Z)	memberOf(hungary, eu)	1
officialLanguage(C, City)	officialLanguage(jamaica, english)	1
borders(Region, C)	borders(burkina_faso, cote_divoire)	1
borders(V, uzbekistan)	borders(tajikistan, uzbekistan)	1
borders(W, germany)	borders(czechia, germany)	1
borders(C, L)	borders(croatia, hungary)	1
borders(Region, mozambique)	borders(malawi, mozambique)	1
capitalOf(City, C)	capitalOf(germany, berlin)	1
locatedIn(malaysia, C)	locatedIn(malaysia, asia)	1
borders(C, Country)	borders(albania, greece)	1
borders(R, X)	borders(luxembourg, france)	1
cityIn(City, C)	cityIn(kyiv, ukraine)	1
sharesBorder(C, romania)	sharesBorder(X, Y) :- borders(X, Y)	1
capitalOf(City, C)	capitalOf(romania, bucharest)	1
borders(cote_divoire, O)	borders(cote_divoire, liberia)	1
borders(Continent, W)	borders(tanzania, malawi)	1
borders(Continent, C)	borders(saudi_arabia, yemen)	1
borders(thailand, C)	borders(thailand, malaysia)	1
borders(W, Continent)	borders(brazil, paraguay)	1
borders(X, R)	borders(brazil, uruguay)	1
capitalOf(City, C)	capitalOf(singapore, singapore_city)	1
borders(burkina_faso, V)	borders(burkina_faso, niger)	1
borders(C, italy)	borders(france, italy)	1
currencyOf(C, City)	currencyOf(vanuatu, vatu)	1
locatedIn(C, north_america)	locatedIn(dominican_republic, north_america)	1
officialLanguage(Org, english)	officialLanguage(seychelles, english)	1
borders(R, C)	borders(lithuania, poland)	1
locatedIn(lebanon, City)	locatedIn(lebanon, middle_east)	1
memberOf(Neighbor, g20)	memberOf(united_states, g20)	1
locatedIn(Region, north_america)	locatedIn(barbados, north_america)	1
borders(V, C)	borders(bosnia_and_herzegovina, serbia)	1
borders(estonia, C)	borders(estonia, russia)	1
sharesBorder(tunisia, Org)	sharesBorder(X, Y) :- borders(Y, X)	1
officialLanguage(Neighbor, C)	officialLanguage(venezuela, spanish)	1
officialLanguage(City, arabic)	officialLanguage(united_arab_emirates, arabic)	1
borders(bulgaria, L)	borders(bulgaria, turkey)	1
borders(V, congo)	borders(central_african_republic, congo)	1
borders(C, Region)	borders(turkmenistan, iran)	1
borders(R, germany)	borders(france, germany)	1
officialLanguage(Neighbor, italian)	officialLanguage(san_marino, italian)	1
borders(V, C)	borders(senegal, mauritania)	1
locatedIn(V, europe)	locatedIn(armenia, europe)	1
officialLanguage(Org, spanish)	officialLanguage(cuba, spanish)	1
borders(C, City)	borders(lithuania, poland)	1
locatedIn(afghanistan, Neighbor)	locatedIn(afghanistan, asia)	1
twoBorderTrip(Country, georgia)	twoBorderTrip(X, Z) :- sharesBorder(X, Y), sharesBorder(Y, Z)	1
officialLanguage(W, C)	officialLanguage(paraguay, guarani)	1
borders(L, C)	borders(argentina, paraguay)	1
cityIn(City, C)	cityIn(addis_ababa, ethiopia)	1
borders(L, belgium)	borders(luxembourg, belgium)	1
sharesBorder(eritrea, W)	sharesBorder(X, Y) :- borders(X, Y)	1
cityIn(R, C)	cityIn(banghazi, libya)	1
sharesBorder(belgium, netherlands)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(Neighbor, kazakhstan)	borders(russia, kazakhstan)	1
locatedIn(V, north_america)	locatedIn(guatemala, north_america)	1
borders(uganda, Country)	borders(uganda, rwanda)	1
memberOf(Z, brics)	memberOf(united_arab_emirates, brics)	1
locatedIn(tunisia, Neighbor)	locatedIn(tunisia, africa)	1
locatedIn(timor_leste, C)	locatedIn(timor_leste, asia)	1
locatedIn(C, europe)	locatedIn(monaco, europe)	1
borders(C, cameroon)	borders(nigeria, cameroon)	1
cityIn(R, C)	cityIn(surabaya, indonesia)	1
borders(panama, Region)	borders(panama, colombia)	1
sharesBorder(Region, chad)	sharesBorder(X, Y) :- borders(X, Y)	1
locatedIn(R, asia)	locatedIn(south_korea, asia)	1
memberOf(Z, g20)	memberOf(denmark, g20)	1
currencyOf(City, C)	currencyOf(mauritius, mauritian_rupee)	1
locatedIn(Y, africa)	locatedIn(egypt, africa)	1
locatedIn(Region, south_america)	locatedIn(guyana, south_america)	1
currencyOf(City, C)	currencyOf(ecuador, usd)	1
borders(L, C)	borders(lithuania, belarus)	1
borders(panama, L)	borders(panama, colombia)	1
sharesBorder(peru, chile)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(C, Region)	borders(armenia, iran)	1
cityIn(C, lithuania)	cityIn(vilnius, lithuania)	1
currencyOf(C, Continent)	currencyOf(armenia, dram)	1
borders(Region, C)	borders(angola, dr_congo)	1
currencyOf(C, City)	currencyOf(cameroon, cfa_franc)	1
borders(Country, C)	borders(bosnia_and_herzegovina, serbia)	1
memberOf(iran, brics)	memberOf(iran, brics)	1
borders(brazil, Region)	borders(brazil, uruguay)	1
borders(W, Continent)	borders(ethiopia, djibouti)	1
officialLanguage(Org, slovak)	officialLanguage(slovakia, slovak)	1
borders(X, R)	borders(albania, greece)	1
officialLanguage(finland, swedish)	officialLanguage(finland, swedish)	1
currencyOf(Z, somali_shilling)	currencyOf(somalia, somali_shilling)	1
officialLanguage(C, City)	officialLanguage(madagascar, malagasy)	1
borders(C, afghanistan)	borders(tajikistan, afghanistan)	1
borders(W, venezuela)	borders(colombia, venezuela)	1
sharesBorder(Region, bhutan)	sharesBorder(X, Y) :- borders(X, Y)	1
locatedIn(C, north_america)	locatedIn(guatemala, north_america)	1
officialLanguage(City, C)	officialLanguage(palau, palauan)	1
locatedIn(uruguay, City)	locatedIn(uruguay, south_america)	1
capitalOf(City, C)	capitalOf(nauru, yaren)	1
memberOf(Z, nato)	memberOf(france, nato)	1
borders(X, R)	borders(mali, algeria)	1
officialLanguage(L, spanish)	officialLanguage(cuba, spanish)	1
borders(Country, C)	borders(georgia, russia)	1
borders(nigeria, benin)	borders(nigeria, benin)	1
locatedIn(italy, City)	locatedIn(italy, europe)	1
currencyOf(City, cfa_franc)	currencyOf(senegal, cfa_franc)	1
capitalOf(myanmar, O)	capitalOf(myanmar, naypyidaw)	1
borders(C, Z)	borders(slovenia, austria)	1
currencyOf(C, City)	currencyOf(saint_vincent_and_the_grenadines, eastern_caribbean_dollar)	1
cityIn(C, City)	cityIn(amman, jordan)	1
capitalOf(sierra_leone, O)	capitalOf(sierra_leone, freetown)	1
borders(C, Region)	borders(chad, niger)	1
officialLanguage(City, C)	officialLanguage(kosovo, albanian)	1
memberOf(Z, brics)	memberOf(egypt, brics)	1
borders(C, vietnam)	borders(cambodia, vietnam)	1
borders(C, L)	borders(italy, switzerland)	1
cityIn(C, City)	cityIn(douala, cameroon)	1
borders(W, Continent)	borders(china, tajikistan)	1
memberOf(Org, aukus)	memberOf(united_kingdom, aukus)	1
sharesBorder(guinea, W)	sharesBorder(X, Y) :- borders(X, Y)	1
sharesBorder(Continent, tajikistan)	sharesBorder(X, Y) :- borders(X, Y)	1
sharesBorder(V, eritrea)	sharesBorder(X, Y) :- borders(X, Y)	1
officialLanguage(algeria, arabic)	officialLanguage(algeria, arabic)	1
memberOf(C, Z)	memberOf(romania, nato)	1
locatedIn(C, Y)	locatedIn(mongolia, asia)	1
sharesBorder(Country, albania)	sharesBorder(X, Y) :- borders(Y, X)	1
locatedIn(vanuatu, Neighbor)	locatedIn(vanuatu, oceania)	1
locatedIn(Y, europe)	locatedIn(greece, europe)	1
locatedIn(israel, C)	locatedIn(israel, middle_east)	1
borders(R, X)	borders(cameroon, central_african_republic)	1
cityIn(C, City)	cityIn(andorra_la_vella, andorra)	1
memberOf(Neighbor, cis)	memberOf(belarus, cis)	1
borders(L, germany)	borders(netherlands, germany)	1
officialLanguage(City, english)	officialLanguage(mauritius, english)	1
borders(C, R)	borders(tajikistan, uzbekistan)	1
borders(City, C)	borders(kazakhstan, kyrgyzstan)	1
borders(malawi, R)	borders(malawi, mozambique)	1
locatedIn(jamaica, City)	locatedIn(jamaica, north_america)	1
borders(Z, united_arab_emirates)	borders(qatar, united_arab_emirates)	1
twoBorderTrip(Country, mozambique)	twoBorderTrip(X, Z) :- sharesBorder(X, Y), sharesBorder(Y, Z)	1
locatedIn(C, Y)	locatedIn(saudi_arabia, middle_east)	1
capitalOf(City, C)	capitalOf(nicaragua, managua)	1
locatedIn(C, Y)	locatedIn(hungary, europe)	1
currencyOf(City, dominican_peso)	currencyOf(dominican_republic, dominican_peso)	1
capitalOf(sudan, O)	capitalOf(sudan, khartoum)	1
borders(Region, tunisia)	borders(libya, tunisia)	1
officialLanguage(City, spanish)	officialLanguage(nicaragua, spanish)	1
borders(C, Country)	borders(south_korea, north_korea)	1
sharesBorder(china, Neighbor)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(china, V)	borders(china, bhutan)	1
officialLanguage(City, C)	officialLanguage(nigeria, english)	1
borders(V, russia)	borders(lithuania, russia)	1
locatedIn(Z, C)	locatedIn(switzerland, europe)	1
cityIn(W, united_states)	cityIn(new_york_city, united_states)	1
borders(L, C)	borders(tanzania, rwanda)	1
borders(C, pakistan)	borders(iran, pakistan)	1
locatedIn(O, north_america)	locatedIn(saint_kitts_and_nevis, north_america)	1
memberOf(Neighbor, eu)	memberOf(germany, eu)	1
sharesBorder(bosnia_and_herzegovina, R)	sharesBorder(X, Y) :- borders(X, Y)	1
cityIn(C, tonga)	cityIn(neiafu, tonga)	1
borders(L, C)	borders(angola, namibia)	1
borders(Continent, W)	borders(russia, norway)	1
borders(bolivia, Z)	borders(bolivia, paraguay)	1
officialLanguage(Z, french)	officialLanguage(equatorial_guinea, french)	1
currencyOf(City, C)	currencyOf(myanmar, kyat)	1
cityIn(City, C)	cityIn(banghazi, libya)	1
borders(C, Region)	borders(norway, sweden)	1
borders(senegal, C)	borders(senegal, mali)	1
cityIn(City, C)	cityIn(surabaya, indonesia)	1
