goal	rule	score
sharesBorder(L, israel)	sharesBorder(X, Y) :- borders(X, Y)	1
locatedIn(R, asia)	locatedIn(south_korea, asia)	1
borders(Neighbor, azerbaijan)	borders(armenia, azerbaijan)	1
memberOf(italy, Continent)	memberOf(italy, nato)	1
borders(C, W)	borders(cameroon, central_african_republic)	1
cityIn(C, afghanistan)	cityIn(kandahar, afghanistan)	1
sharesBorder(tajikistan, afghanistan)	sharesBorder(X, Y) :- borders(X, Y)	1
sharesBorder(cote_divoire, Y)	sharesBorder(X, Y) :- borders(Y, X)	1
officialLanguage(W, tajik)	officialLanguage(tajikistan, tajik)	1
locatedIn(V, C)	locatedIn(canada, north_america)	1
currencyOf(C, Continent)	currencyOf(spain, euro)	1
memberOf(Org, g20)	memberOf(united_states, g20)	1
sharesBorder(slovakia, C)	sharesBorder(X, Y) :- borders(X, Y)	1
cityIn(Continent, C)	cityIn(port_louis, mauritius)	1
sharesBorder(Y, serbia)	sharesBorder(X, Y) :- borders(Y, X)	1
sharesBorder(Neighbor, algeria)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(belarus, W)	borders(belarus, poland)	1
cityIn(C, City)	cityIn(maseru, lesotho)	1
borders(O, C)	borders(costa_rica, nicaragua)	1
memberOf(france, eu)	memberOf(france, eu)	1
cityIn(Continent, C)	cityIn(tunis, tunisia)	1
borders(Y, vietnam)	borders(laos, vietnam)	1
borders(lithuania, X)	borders(lithuania, poland)	1
sharesBorder(kosovo, Neighbor)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(C, Y)	borders(timor_leste, indonesia)	1
sharesBorder(rwanda, Y)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(Z, C)	borders(bosnia_and_herzegovina, serbia)	1
officialLanguage(W, spanish)	officialLanguage(honduras, spanish)	1
locatedIn(X, africa)	locatedIn(burundi, africa)	1
currencyOf(Country, C)	currencyOf(guatemala, quetzal)	1
officialLanguage(Country, C)	officialLanguage(sri_lanka, tamil)	1
locatedIn(Org, C)	locatedIn(malaysia, asia)	1
borders(Z, Y)	borders(bosnia_and_herzegovina, croatia)	1
sharesBorder(R, venezuela)	sharesBorder(X, Y) :- borders(X, Y)	1
officialLanguage(X, english)	officialLanguage(nauru, english)	1
borders(City, C)	borders(andorra, france)	1
locatedIn(V, C)	locatedIn(slovakia, europe)	1
locatedIn(Country, europe)	locatedIn(monaco, europe)	1
borders(Country, bolivia)	borders(peru, bolivia)	1
borders(C, chad)	borders(nigeria, chad)	1
locatedIn(V, C)	locatedIn(malawi, africa)	1
twoBorderTrip(Y, senegal)	twoBorderTrip(X, Z) :- sharesBorder(X, Y), sharesBorder(Y, Z)	1
borders(X, Region)	borders(belarus, poland)	1
sharesBorder(venezuela, X)	sharesBorder(X, Y) :- borders(Y, X)	1
sharesBorder(palestine, C)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(C, L)	borders(slovenia, austria)	1
borders(C, Y)	borders(russia, finland)	1
officialLanguage(City, spanish)	officialLanguage(paraguay, spanish)	1
borders(C, City)	borders(spain, portugal)	1
borders(R, turkey)	borders(armenia, turkey)	1
officialLanguage(Region, C)	officialLanguage(central_african_republic, sango)	1
sharesBorder(Country, panama)	sharesBorder(X, Y) :- borders(X, Y)	1
memberOf(china, Country)	memberOf(china, brics)	1
cityIn(C, zimbabwe)	cityIn(bulawayo, zimbabwe)	1
borders(City, C)	borders(turkmenistan, uzbekistan)	1
borders(R, C)	borders(zambia, dr_congo)	1
officialLanguage(City, spanish)	officialLanguage(panama, spanish)	1
borders(Y, Z)	borders(zimbabwe, mozambique)	1
borders(C, City)	borders(romania, bulgaria)	1
borders(Region, X)	borders(costa_rica, nicaragua)	1
borders(C, L)	borders(central_african_republic, south_sudan)	1
sharesBorder(X, poland)	sharesBorder(X, Y) :- borders(Y, X)	1
officialLanguage(C, english)	officialLanguage(india, english)	1
memberOf(indonesia, Country)	memberOf(indonesia, brics)	1
sharesBorder(L, guinea)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(Region, X)	borders(india, bhutan)	1
borders(Y, C)	borders(guinea, sierra_leone)	1
borders(C, belarus)	borders(russia, belarus)	1
borders(Org, austria)	borders(liechtenstein, austria)	1
borders(R, niger)	borders(burkina_faso, niger)	1
capitalOf(iraq, City)	capitalOf(iraq, baghdad)	1
borders(Org, indonesia)	borders(papua_new_guinea, indonesia)	1
sharesBorder(Org, sudan)	sharesBorder(X, Y) :- borders(X, Y)	1
capitalOf(City, C)	capitalOf(yemen, sanaa)	1
capitalOf(bhutan, City)	capitalOf(bhutan, thimphu)	1
borders(X, Region)	borders(ghana, cote_divoire)	1
currencyOf(Region, ugandan_shilling)	currencyOf(uganda, ugandan_shilling)	1
borders(C, L)	borders(ghana, togo)	1
locatedIn(X, asia)	locatedIn(uzbekistan, asia)	1
borders(Y, C)	borders(syria, turkey)	1
cityIn(Continent, C)	cityIn(maribor, slovenia)	1
borders(C, W)	borders(syria, turkey)	1
cityIn(C, City)	cityIn(gitega, burundi)	1
memberOf(portugal, Country)	memberOf(portugal, eu)	1
sharesBorder(guyana, Org)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(Z, C)	borders(kenya, ethiopia)	1
borders(L, C)	borders(bosnia_and_herzegovina, serbia)	1
borders(Region, C)	borders(brazil, guyana)	1
cityIn(C, kenya)	cityIn(mombasa, kenya)	1
borders(L, chad)	borders(nigeria, chad)	1
borders(liberia, Country)	borders(liberia, sierra_leone)	1
cityIn(C, City)	cityIn(astana, kazakhstan)	1
currencyOf(Z, quetzal)	currencyOf(guatemala, quetzal)	1
borders(O, botswana)	borders(south_africa, botswana)	1
borders(tajikistan, C)	borders(tajikistan, afghanistan)	1
borders(W, C)	borders(spain, france)	1
officialLanguage(City, C)	officialLanguage(belarus, belarusian)	1
borders(R, serbia)	borders(montenegro, serbia)	1
borders(X, Region)	borders(djibouti, somalia)	1
borders(chile, R)	borders(chile, peru)	1
borders(Country, thailand)	borders(laos, thailand)	1
currencyOf(C, Continent)	currencyOf(ghana, cedi)	1
borders(Y, Z)	borders(burkina_faso, mali)	1
locatedIn(C, north_america)	locatedIn(saint_kitts_and_nevis, north_america)	1
memberOf(Org, nato)	memberOf(hungary, nato)	1
borders(C, L)	borders(niger, libya)	1
borders(C, L)	borders(angola, congo)	1
borders(Org, liberia)	borders(cote_divoire, liberia)	1
borders(R, france)	borders(spain, france)	1
capitalOf(C, City)	capitalOf(somalia, mogadishu)	1
sharesBorder(croatia, serbia)	sharesBorder(X, Y) :- borders(Y, X)	1
capitalOf(nicaragua, City)	capitalOf(nicaragua, managua)	1
locatedIn(W, oceania)	locatedIn(samoa, oceania)	1
officialLanguage(C, City)	officialLanguage(tonga, english)	1
borders(czechia, O)	borders(czechia, slovakia)	1
locatedIn(Country, C)	locatedIn(samoa, oceania)	1
borders(City, C)	borders(nigeria, chad)	1
borders(Region, C)	borders(palestine, egypt)	1
currencyOf(Region, euro)	currencyOf(kosovo, euro)	1
officialLanguage(W, english)	officialLanguage(rwanda, english)	1
officialLanguage(C, english)	officialLanguage(zambia, english)	1
officialLanguage(W, C)	officialLanguage(jamaica, english)	1
borders(Country, C)	borders(senegal, guinea)	1
borders(Y, ukraine)	borders(belarus, ukraine)	1
officialLanguage(L, C)	officialLanguage(new_zealand, english)	1
borders(Region, X)	borders(france, germany)	1
borders(Y, namibia)	borders(zimbabwe, namibia)	1
borders(L, croatia)	borders(bosnia_and_herzegovina, croatia)	1
locatedIn(C, City)	locatedIn(guinea, africa)	1
locatedIn(C, africa)	locatedIn(zimbabwe, africa)	1
sharesBorder(georgia, Y)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(india, C)	borders(india, bhutan)	1
borders(cambodia, thailand)	borders(cambodia, thailand)	1
borders(Org, paraguay)	borders(brazil, paraguay)	1
currencyOf(Z, iraqi_dinar)	currencyOf(iraq, iraqi_dinar)	1
locatedIn(Org, C)	locatedIn(guyana, south_america)	1
borders(R, russia)	borders(lithuania, russia)	1
locatedIn(Neighbor, africa)	locatedIn(cape_verde, africa)	1
sharesBorder(Org, saudi_arabia)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(C, Z)	borders(romania, bulgaria)	1
borders(O, poland)	borders(belarus, poland)	1
borders(X, C)	borders(china, north_korea)	1
borders(Y, Z)	borders(honduras, nicaragua)	1
borders(Region, X)	borders(china, tajikistan)	1
borders(Y, Z)	borders(hungary, romania)	1
locatedIn(X, africa)	locatedIn(eswatini, africa)	1
sharesBorder(liberia, cote_divoire)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(Y, C)	borders(united_states, mexico)	1
borders(brazil, Y)	borders(brazil, guyana)	1
borders(Country, zambia)	borders(botswana, zambia)	1
borders(O, C)	borders(china, vietnam)	1
capitalOf(C, City)	capitalOf(montenegro, podgorica)	1
locatedIn(Region, C)	locatedIn(uganda, africa)	1
locatedIn(City, C)	locatedIn(iraq, middle_east)	1
sharesBorder(X, austria)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(netherlands, Y)	borders(netherlands, belgium)	1
sharesBorder(zambia, Y)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(L, C)	borders(kenya, ethiopia)	1
borders(serbia, W)	borders(serbia, bulgaria)	1
currencyOf(Z, euro)	currencyOf(kosovo, euro)	1
borders(C, L)	borders(malawi, zambia)	1
borders(City, C)	borders(algeria, tunisia)	1
cityIn(C, papua_new_guinea)	cityIn(port_moresby, papua_new_guinea)	1
officialLanguage(Z, C)	officialLanguage(nauru, english)	1
locatedIn(City, C)	locatedIn(solomon_islands, oceania)	1
borders(O, ecuador)	borders(colombia, ecuador)	1
borders(syria, O)	borders(syria, iraq)	1
currencyOf(Country, C)	currencyOf(singapore, singapore_dollar)	1
borders(C, City)	borders(brazil, uruguay)	1
locatedIn(R, africa)	locatedIn(sudan, africa)	1
borders(luxembourg, X)	borders(luxembourg, belgium)	1
borders(C, russia)	borders(latvia, russia)	1
sharesBorder(X, zimbabwe)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(Z, C)	borders(mexico, belize)	1
borders(X, united_arab_emirates)	borders(saudi_arabia, united_arab_emirates)	1
borders(uganda, Org)	borders(uganda, rwanda)	1
borders(benin, Neighbor)	borders(benin, togo)	1
borders(O, iran)	borders(azerbaijan, iran)	1
officialLanguage(Z, C)	officialLanguage(mexico, spanish)	1
borders(cote_divoire, Y)	borders(cote_divoire, mali)	1
sharesBorder(Neighbor, afghanistan)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(C, X)	borders(uganda, south_sudan)	1
locatedIn(W, africa)	locatedIn(sao_tome_and_principe, africa)	1
sharesBorder(kyrgyzstan, Neighbor)	sharesBorder(X, Y) :- borders(Y, X)	1
sharesBorder(O, turkey)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(C, north_korea)	borders(china, north_korea)	1
borders(Y, C)	borders(saudi_arabia, oman)	1
officialLanguage(Region, C)	officialLanguage(congo, french)	1
memberOf(Region, Neighbor)	memberOf(egypt, brics)	1
cityIn(Continent, C)	cityIn(chittagong, bangladesh)	1
cityIn(Continent, C)	cityIn(liberia, costa_rica)	1
memberOf(Region, Neighbor)	memberOf(australia, aukus)	1
borders(Country, laos)	borders(cambodia, laos)	1
cityIn(Continent, C)	cityIn(santiago_de_los_caballeros, dominican_republic)	1
borders(Region, X)	borders(china, vietnam)	1
borders(X, C)	borders(central_african_republic, congo)	1
capitalOf(City, C)	capitalOf(mauritania, nouakchott)	1
borders(X, Region)	borders(latvia, lithuania)	1
cityIn(Continent, C)	cityIn(stockholm, sweden)	1
officialLanguage(R, arabic)	officialLanguage(qatar, arabic)	1
borders(X, C)	borders(armenia, iran)	1
borders(C, Z)	borders(russia, north_korea)	1
sharesBorder(Country, rwanda)	sharesBorder(X, Y) :- borders(X, Y)	1
sharesBorder(W, benin)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(V, niger)	borders(chad, niger)	1
sharesBorder(montenegro, X)	sharesBorder(X, Y) :- borders(X, Y)	1
cityIn(C, vanuatu)	cityIn(port_vila, vanuatu)	1
locatedIn(C, europe)	locatedIn(austria, europe)	1
currencyOf(Z, cedi)	currencyOf(ghana, cedi)	1
borders(Country, C)	borders(austria, germany)	1
borders(ethiopia, L)	borders(ethiopia, sudan)	1
sharesBorder(colombia, C)	sharesBorder(X, Y) :- borders(Y, X)	1
officialLanguage(City, arabic)	officialLanguage(algeria, arabic)	1
currencyOf(guinea, C)	currencyOf(guinea, guinean_franc)	1
sharesBorder(O, syria)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(Region, X)	borders(austria, italy)	1
borders(Org, croatia)	borders(serbia, croatia)	1
borders(Country, C)	borders(serbia, bulgaria)	1
borders(burkina_faso, C)	borders(burkina_faso, togo)	1
locatedIn(Country, C)	locatedIn(sweden, europe)	1
borders(Y, Z)	borders(cote_divoire, guinea)	1
borders(Country, ukraine)	borders(belarus, ukraine)	1
borders(Neighbor, guinea_bissau)	borders(senegal, guinea_bissau)	1
locatedIn(L, middle_east)	locatedIn(jordan, middle_east)	1
officialLanguage(W, C)	officialLanguage(botswana, english)	1
borders(spain, Country)	borders(spain, france)	1
cityIn(C, singapore)	cityIn(singapore_city, singapore)	1
capitalOf(City, C)	capitalOf(myanmar, naypyidaw)	1
memberOf(City, C)	memberOf(russia, cis)	1
sharesBorder(zimbabwe, Y)	sharesBorder(X, Y) :- borders(Y, X)	1
sharesBorder(W, venezuela)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(lithuania, C)	borders(lithuania, poland)	1
borders(iran, O)	borders(iran, pakistan)	1
capitalOf(C, City)	capitalOf(botswana, gaborone)	1
officialLanguage(City, C)	officialLanguage(india, english)	1
sharesBorder(Y, mexico)	sharesBorder(X, Y) :- borders(Y, X)	1
currencyOf(R, euro)	currencyOf(slovenia, euro)	1
borders(W, austria)	borders(slovakia, austria)	1
locatedIn(V, C)	locatedIn(andorra, europe)	1
twoBorderTrip(zambia, dr_congo)	twoBorderTrip(X, Z) :- sharesBorder(X, Y), sharesBorder(Y, Z)	1
borders(C, City)	borders(brazil, peru)	1
borders(W, C)	borders(mozambique, zambia)	1
sharesBorder(indonesia, Neighbor)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(L, C)	borders(mexico, belize)	1
capitalOf(mozambique, City)	capitalOf(mozambique, maputo)	1
locatedIn(Z, oceania)	locatedIn(palau, oceania)	1
borders(Country, C)	borders(tajikistan, uzbekistan)	1
borders(bulgaria, C)	borders(bulgaria, turkey)	1
currencyOf(R, eastern_caribbean_dollar)	currencyOf(saint_kitts_and_nevis, eastern_caribbean_dollar)	1
borders(W, venezuela)	borders(colombia, venezuela)	1
borders(C, Country)	borders(bolivia, paraguay)	1
cityIn(C, City)	cityIn(port_moresby, papua_new_guinea)	1
borders(algeria, Org)	borders(algeria, tunisia)	1
borders(Y, Z)	borders(denmark, germany)	1
officialLanguage(City, C)	officialLanguage(vietnam, vietnamese)	1
borders(Z, Y)	borders(united_arab_emirates, oman)	1
