goal	rule	score
p2(X5, X0)	p2(a22, a35)	1
p7(X1, X0)	p7(a27, a48)	1
p7(X1, X0)	p7(a47, a55)	1
p8(X1, X0)	p8(a14, a40)	1
p7(X0, X0)	p7(a0, a0)	1
p8(X1, X0)	p8(a11, a25)	1
p2(X9, X0)	p2(a83, a22)	1
p5(X0, X1)	p5(a10, a76)	1
p9(X0)	p9(a35)	1
p2(X0, X1)	p2(a1, a33)	1
p9(X0)	p9(a89)	1
p8(X0, X2)	p8(a37, a86)	1
p6(X0, X1, a28)	p6(a45, a43, a28)	1
p5(X0, X1)	p5(a21, a38)	1
p8(X0, X1)	p8(a70, a3)	1
p8(X0, X1)	p8(a65, a77)	1
p8(X0, X2)	p8(a15, a91)	1
p2(X1, X0)	p2(a22, a35)	1
p4(X1, X0, X2, X0)	p4(a66, a0, a18, a0)	1
p7(X0, X1)	p7(a56, a40)	1
p2(X9, X0)	p2(a66, a50)	1
p9(X1)	p9(a42)	1
p2(X1, X0)	p2(a1, a42)	1
p9(X0)	p9(a25)	1
p5(a0, X0)	p5(a0, a53)	1
p3(X3, a18, X1, X4)	p3(a0, a18, a45, a19) :- p7(X9, X6)	1
p3(a0, X2, a45, a19)	p3(a0, a18, a45, a19) :- p7(X9, X6)	1
p3(X8, a18, a45, X0)	p3(a0, a18, a45, a19) :- p7(X9, X6)	1
p2(X6, X0)	p2(a0, a33)	1
p5(X1, X0)	p5(a31, a10)	1
p5(a89, X0)	p5(a89, a76)	1
p4(X2, X0, X1, X0)	p4(a66, a0, a18, a0)	1
p7(X0, a97)	p7(a44, a97)	1
p2(X5, X0)	p2(a0, a33)	1
p2(X5, X0)	p2(a0, a76)	1
p5(X0, X1)	p5(a3, a14)	1
p5(X1, X0)	p5(a52, a10)	1
p2(X5, X0)	p2(a72, a61)	1
p5(X1, X0)	p5(a44, a26)	1
p9(X1)	p9(a40)	1
p2(X0, X1)	p2(a30, a34)	1
p2(X0, X1)	p2(a0, a76)	1
p8(X0, X1)	p8(a54, a23)	1
p2(X0, X1)	p2(a72, a61)	1
p1(X0)	p1(a32)	1
p2(X8, X0)	p2(a90, a57)	1
p2(X0, X1)	p2(a2, a0)	1
p2(X5, X0)	p2(a92, a73)	1
p8(X0, X2)	p8(a1, a92)	1
p4(X0, a67, a8, a0)	p4(a18, a67, a8, a0)	1
p9(X0)	p9(a1)	1
p4(X0, a0, X1, a0)	p4(a66, a0, a18, a0)	1
p2(X1, X0)	p2(a0, a33)	1
p8(X1, X0)	p8(a11, a28)	1
p2(X3, X0)	p2(a90, a57)	1
p6(a34, X4, a11)	p6(a34, a12, a11) :- p7(X3, X0)	1
p2(X8, X0)	p2(a2, a11)	1
p5(X1, X0)	p5(a94, a15)	1
p2(X9, X0)	p2(a35, a0)	1
p4(X1, X0, X9, a38)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p8(X1, X0)	p8(a26, a6)	1
p8(X0, X1)	p8(a37, a86)	1
p8(X0, X2)	p8(a22, a10)	1
p2(a2, X0)	p2(a2, a11)	1
p5(X1, X0)	p5(a28, a65)	1
p4(X1, a0, X0, a0)	p4(a66, a0, a18, a0)	1
p2(X1, X0)	p2(a11, a0)	1
p7(X0, X1)	p7(a33, a61)	1
p2(X1, X0)	p2(a92, a73)	1
p2(X8, X0)	p2(a17, a46)	1
p2(X8, X0)	p2(a62, a6)	1
p2(X4, X0)	p2(a13, a21)	1
p2(X3, X0)	p2(a2, a11)	1
p3(X0, X4, a45, a19)	p3(a0, a18, a45, a19) :- p7(X9, X6)	1
p2(X9, X0)	p2(a66, a20)	1
p4(X7, X3, X8, a38)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p9(X1)	p9(a28)	1
p2(X3, X0)	p2(a62, a6)	1
p2(X4, X0)	p2(a10, a15)	1
p4(a42, a96, X9, a38)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p8(X0, X2)	p8(a52, a0)	1
p8(X1, X0)	p8(a79, a0)	1
p2(X1, X0)	p2(a38, a30)	1
p2(X9, X0)	p2(a76, a24)	1
p2(X3, X0)	p2(a1, a33)	1
p8(X1, X0)	p8(a36, a79)	1
p1(X0)	p1(a0)	1
p8(X0, X1)	p8(a10, a0)	1
p9(X1)	p9(a20)	1
p1(X0)	p1(a52)	1
p5(a20, X0)	p5(a20, a65)	1
p5(X0, X1)	p5(a19, a10)	1
p8(X0, X1)	p8(a31, a37)	1
p4(a42, X2, X5, X0)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p5(X0, X1)	p5(a9, a10)	1
p7(X1, X0)	p7(a33, a61)	1
p2(X5, X0)	p2(a10, a11)	1
p8(X1, X0)	p8(a22, a10)	1
p9(X0)	p9(a40)	1
p8(X0, X2)	p8(a10, a0)	1
p2(X3, X0)	p2(a30, a34)	1
p3(a0, X6, a45, a19)	p3(a0, a18, a45, a19) :- p7(X9, X6)	1
p2(X8, X0)	p2(a92, a0)	1
p9(X1)	p9(a17)	1
p2(X8, X0)	p2(a17, a92)	1
p1(X0)	p1(a25)	1
p4(a42, X9, a10, X6)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p7(X0, X1)	p7(a14, a2)	1
p2(X6, X0)	p2(a90, a57)	1
p2(X3, X0)	p2(a92, a0)	1
p5(X1, X0)	p5(a10, a76)	1
p5(X1, X0)	p5(a98, a24)	1
p2(X9, a11)	p2(a10, a11)	1
p2(X8, X0)	p2(a24, a5)	1
p5(X1, X0)	p5(a3, a14)	1
p8(X1, X0)	p8(a87, a26)	1
p2(X1, X0)	p2(a10, a11)	1
p8(X0, X1)	p8(a19, a0)	1
p9(X1)	p9(a70)	1
p5(a30, X0)	p5(a30, a0)	1
p1(X0)	p1(a35)	1
p2(X9, X0)	p2(a1, a42)	1
p3(X2, a18, a45, X1)	p3(a0, a18, a45, a19) :- p7(X9, X6)	1
p8(X0, X1)	p8(a30, a25)	1
p8(X0, X2)	p8(a25, a53)	1
p9(X1)	p9(a64)	1
p2(X2, X0)	p2(a83, a22)	1
p7(X0, X1)	p7(a0, a38)	1
p8(X1, X0)	p8(a10, a17)	1
p8(X0, X1)	p8(a0, a13)	1
p2(X6, X0)	p2(a62, a6)	1
p7(X1, X0)	p7(a41, a55)	1
p7(X0, X1)	p7(a22, a3)	1
p5(X0, X1)	p5(a17, a39)	1
p2(X6, X0)	p2(a1, a33)	1
p9(X0)	p9(a28)	1
p2(X5, X0)	p2(a2, a94)	1
p5(X1, X0)	p5(a20, a65)	1
p8(X0, X1)	p8(a54, a99)	1
p4(X1, X0, X2, X0)	p4(a82, a36, a25, a36)	1
p2(X6, X0)	p2(a42, a0)	1
p7(X1, X0)	p7(a28, a57)	1
p5(X0, X1)	p5(a60, a23)	1
p2(X8, X0)	p2(a66, a50)	1
p9(a36)	p9(a36)	1
p2(X8, X0)	p2(a0, a63)	1
p2(X0, X1)	p2(a2, a94)	1
p5(X0, X1)	p5(a0, a56)	1
p9(X0)	p9(a97)	1
p3(X1, a18, a45, X9)	p3(a0, a18, a45, a19) :- p7(X9, X6)	1
p2(X9, X0)	p2(a0, a33)	1
p5(X1, X1)	p5(a14, a14)	1
p8(X0, X2)	p8(a0, a13)	1
p5(X0, X1)	p5(a24, a18)	1
p7(X0, X1)	p7(a17, a49)	1
p5(a0, X0)	p5(a0, a22)	1
p9(X0)	p9(a85)	1
p4(a42, a96, X6, a38)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p9(X1)	p9(a5)	1
p9(X0)	p9(a36)	1
p5(X1, X0)	p5(a0, a53)	1
p2(X9, X0)	p2(a11, a0)	1
p2(X9, X0)	p2(a92, a73)	1
p4(a42, X4, a10, a38)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p5(a0, X0)	p5(a0, a36)	1
p2(X6, X0)	p2(a30, a34)	1
p2(X9, X0)	p2(a22, a35)	1
p6(a34, X0, a11)	p6(a34, a12, a11) :- p7(X3, X0)	1
p2(X3, X0)	p2(a24, a5)	1
p1(X0)	p1(a53)	1
p8(X0, X2)	p8(a9, a43)	1
p5(a11, a11)	p5(a11, a11)	1
p5(X1, X0)	p5(a48, a90)	1
p4(X6, X3, a2, X1)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p2(X5, X0)	p2(a2, a11)	1
p2(a72, X0)	p2(a72, a61)	1
p2(X9, X0)	p2(a36, a48)	1
p2(X9, X0)	p2(a38, a30)	1
p2(X6, X0)	p2(a92, a0)	1
p9(X1)	p9(a60)	1
p2(X8, X0)	p2(a35, a0)	1
p2(X1, X0)	p2(a90, a57)	1
p7(X1, X0)	p7(a1, a28)	1
p5(X1, X0)	p5(a9, a10)	1
p2(X5, X0)	p2(a62, a6)	1
p9(X1)	p9(a0)	1
p6(X3, X9, a11)	p6(a10, a1, a11)	1
p5(X0, X1)	p5(a0, a28)	1
p2(X3, X0)	p2(a83, a22)	1
p2(X2, X0)	p2(a66, a20)	1
p8(X0, X2)	p8(a35, a18)	1
p6(X3, X8, a11)	p6(a15, a13, a11)	1
p8(X0, X1)	p8(a11, a28)	1
p8(X1, X0)	p8(a23, a27)	1
p2(X1, X0)	p2(a2, a11)	1
p8(X1, X0)	p8(a45, a41)	1
p8(X0, X2)	p8(a26, a6)	1
p9(X0)	p9(a17)	1
p2(X1, X0)	p2(a17, a46)	1
p4(a42, X3, X1, a38)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p2(X1, X0)	p2(a62, a6)	1
p2(X1, a11)	p2(a10, a11)	1
p5(X0, X1)	p5(a20, a79)	1
p5(X0, a16)	p5(a64, a16)	1
p5(X0, X1)	p5(a90, a23)	1
p7(X1, X0)	p7(a11, a58)	1
p7(X0, X1)	p7(a1, a28)	1
p2(X9, a11)	p2(a2, a11)	1
p5(a33, X0)	p5(a33, a15)	1
p8(X1, X0)	p8(a9, a43)	1
p5(X0, X1)	p5(a18, a39)	1
p2(a24, a5)	p2(a24, a5)	1
p5(X1, X0)	p5(a64, a16)	1
p2(X9, X0)	p2(a10, a11)	1
p5(a64, X0)	p5(a64, a16)	1
p4(X6, X4, X5, a38)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p1(X0)	p1(a20)	1
p2(X4, X0)	p2(a18, a56)	1
p8(X0, X2)	p8(a26, a0)	1
p7(X1, X0)	p7(a5, a35)	1
p5(X0, X1)	p5(a64, a47)	1
p2(X2, X0)	p2(a95, a21)	1
p2(X6, X0)	p2(a24, a5)	1
p2(X3, X0)	p2(a35, a0)	1
p2(X8, X0)	p2(a10, a15)	1
p8(X0, X2)	p8(a79, a0)	1
p2(X5, X0)	p2(a24, a5)	1
p1(X0)	p1(a98)	1
p8(X0, X2)	p8(a24, a7)	1
p2(X3, X0)	p2(a10, a15)	1
p2(X1, X0)	p2(a92, a0)	1
p4(X5, a96, a2, a38)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p2(X8, X0)	p2(a76, a24)	1
p3(X2, a18, X1, X5)	p3(a0, a18, a45, a19) :- p7(X9, X6)	1
p1(X0)	p1(a12)	1
p9(a5)	p9(a5)	1
p5(X0, a16)	p5(a82, a16)	1
p8(X1, X0)	p8(a26, a63)	1
p6(X1, a20, X0)	p6(a18, a20, a1)	1
p7(X0, X1)	p7(a69, a41)	1
p5(X1, X0)	p5(a60, a23)	1
p7(X0, X1)	p7(a23, a25)	1
p2(X3, X0)	p2(a76, a24)	1
p8(X1, X0)	p8(a11, a3)	1
p2(X1, X0)	p2(a24, a5)	1
p5(X0, X1)	p5(a12, a16)	1
p2(X4, X0)	p2(a0, a0)	1
p5(X1, X0)	p5(a21, a46)	1
p2(X0, X1)	p2(a83, a22)	1
p4(a42, X0, X3, a38)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p5(X1, X0)	p5(a22, a63)	1
p5(X1, X0)	p5(a24, a18)	1
p2(X6, X0)	p2(a0, a63)	1
p7(X0, X1)	p7(a33, a67)	1
p8(X0, X2)	p8(a60, a6)	1
p2(X5, X0)	p2(a66, a50)	1
p2(X5, X0)	p2(a0, a63)	1
p7(X1, X0)	p7(a11, a18)	1
p5(X0, X1)	p5(a0, a36)	1
p2(X0, X1)	p2(a66, a50)	1
p9(X1)	p9(a23)	1
p8(X0, X1)	p8(a10, a17)	1
p8(X0, X2)	p8(a44, a22)	1
p2(X2, X0)	p2(a30, a34)	1
p8(X0, X2)	p8(a10, a6)	1
p7(X0, X1)	p7(a45, a6)	1
p2(X2, X0)	p2(a72, a61)	1
p7(X0, X1)	p7(a10, a17)	1
p7(X0, X1)	p7(a25, a14)	1
p8(X0, X1)	p8(a26, a0)	1
p2(X3, X0)	p2(a13, a21)	1
p4(X0, X3, X2, X3)	p4(a66, a0, a18, a0)	1
p4(a42, X8, X7, X2)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p8(X0, X2)	p8(a87, a26)	1
p2(X1, X0)	p2(a66, a50)	1
p2(X1, X0)	p2(a0, a63)	1
p2(X9, X0)	p2(a90, a57)	1
p7(X1, X0)	p7(a42, a27)	1
p1(X0)	p1(a15)	1
p2(X2, X0)	p2(a92, a73)	1
p7(X1, X0)	p7(a17, a0)	1
p7(X1, X0)	p7(a23, a93)	1
p3(a0, X2, X7, a19)	p3(a0, a18, a45, a19) :- p7(X9, X6)	1
p8(X0, X2)	p8(a14, a19)	1
p8(X0, X1)	p8(a24, a7)	1
p7(X0, X1)	p7(a42, a27)	1
p5(X1, X0)	p5(a0, a28)	1
p2(X9, X0)	p2(a2, a11)	1
p5(X1, X0)	p5(a90, a23)	1
p7(X1, X0)	p7(a44, a97)	1
p2(X1, a11)	p2(a2, a11)	1
p2(X2, X0)	p2(a38, a30)	1
p2(X5, X0)	p2(a35, a0)	1
p2(X8, X0)	p2(a36, a48)	1
p2(X9, X0)	p2(a17, a46)	1
p2(X9, X0)	p2(a62, a6)	1
p7(X1, X0)	p7(a33, a67)	1
p5(X1, X0)	p5(a18, a39)	1
p7(X0, X1)	p7(a74, a0)	1
p5(X1, X0)	p5(a39, a59)	1
p5(a82, X0)	p5(a82, a16)	1
p5(X0, X1)	p5(a31, a10)	1
p7(X1, X0)	p7(a22, a3)	1
p8(X0, X1)	p8(a60, a6)	1
p8(X1, X0)	p8(a38, a82)	1
p9(a30)	p9(a30)	1
p5(X0, X1)	p5(a52, a10)	1
p2(X6, X0)	p2(a76, a24)	1
p2(X1, X0)	p2(a35, a0)	1
p7(X0, X1)	p7(a90, a25)	1
p8(X1, X0)	p8(a10, a6)	1
p2(X3, a11)	p2(a10, a11)	1
p2(X5, X0)	p2(a76, a24)	1
p2(a24, X1)	p2(a24, a5)	1
p8(X1, X0)	p8(a15, a81)	1
p2(X4, X0)	p2(a95, a21)	1
p7(X0, X1)	p7(a84, a1)	1
p8(X0, X1)	p8(a23, a27)	1
p9(X1)	p9(a16)	1
p7(X1, X0)	p7(a62, a66)	1
p8(X0, X1)	p8(a45, a41)	1
p8(X0, X1)	p8(a14, a19)	1
p2(X2, a11)	p2(a2, a11)	1
p2(X6, X0)	p2(a13, a21)	1
p2(X2, X0)	p2(a10, a11)	1
p8(X0, X2)	p8(a17, a98)	1
p9(X1)	p9(a1)	1
p2(X5, X0)	p2(a13, a21)	1
p2(X9, X0)	p2(a92, a0)	1
p4(a28, X0, a2, a42)	p4(a28, a30, a2, a42)	1
p2(X9, X0)	p2(a17, a92)	1
p6(X5, a12, X2)	p6(a34, a12, a11) :- p7(X3, X0)	1
p1(X0)	p1(a4)	1
p2(X6, X0)	p2(a10, a15)	1
p5(X0, X1)	p5(a10, a0)	1
p8(X0, X2)	p8(a80, a26)	1
p8(X0, X2)	p8(a23, a27)	1
p3(a0, a18, a45, X2)	p3(a0, a18, a45, a19) :- p7(X9, X6)	1
p3(a30, X0, X1, X2)	p3(a30, a17, a59, a28)	1
p9(X0)	p9(a56)	1
p2(X5, X0)	p2(a10, a15)	1
p2(X3, X0)	p2(a36, a48)	1
p9(X0)	p9(a33)	1
p8(X0, X1)	p8(a9, a43)	1
p9(X1)	p9(a18)	1
p4(a42, a96, X5, a38)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p9(X0)	p9(a20)	1
p2(X6, X0)	p2(a17, a92)	1
p4(X0, a36, X1, a36)	p4(a82, a36, a25, a36)	1
p2(X1, X0)	p2(a13, a21)	1
p1(X0)	p1(a26)	1
p4(a42, a96, a10, X4)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p7(X0, X1)	p7(a61, a2)	1
p5(X1, X0)	p5(a0, a22)	1
p7(X1, X0)	p7(a84, a1)	1
p2(X1, X0)	p2(a10, a15)	1
p5(X0, X1)	p5(a0, a83)	1
p8(X0, X2)	p8(a70, a3)	1
p7(X0, X1)	p7(a40, a77)	1
p8(X1, X0)	p8(a28, a59)	1
p9(X0)	p9(a43)	1
p8(X1, X0)	p8(a19, a2)	1
p2(X0, X1)	p2(a1, a42)	1
p8(X0, X2)	p8(a69, a95)	1
p2(X9, X0)	p2(a0, a63)	1
p5(X0, X1)	p5(a28, a65)	1
p4(X8, a96, a2, a38)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p0(a40, X0)	p0(a40, a43)	1
p8(X1, X0)	p8(a17, a98)	1
p8(X0, X1)	p8(a26, a63)	1
p2(X8, X0)	p2(a18, a56)	1
p2(X9, X0)	p2(a22, a0)	1
p8(X0, X1)	p8(a11, a3)	1
p5(X0, X1)	p5(a98, a24)	1
p8(X0, X2)	p8(a65, a77)	1
p8(X1, X0)	p8(a80, a26)	1
p7(X0, X1)	p7(a27, a48)	1
p7(a0, a0)	p7(a0, a0)	1
p5(X0, X1)	p5(a17, a68)	1
p2(X3, X0)	p2(a0, a0)	1
p2(X9, X0)	p2(a24, a5)	1
p2(X0, X1)	p2(a0, a33)	1
p9(X0)	p9(a64)	1
p2(X6, X0)	p2(a11, a0)	1
p1(X0)	p1(a31)	1
p2(X5, X0)	p2(a11, a0)	1
p4(X7, a96, a10, X4)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p7(X1, X0)	p7(a40, a77)	1
p5(X0, X1)	p5(a10, a57)	1
p4(a42, X4, a2, X1)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p2(X0, X1)	p2(a11, a0)	1
p2(X0, X1)	p2(a92, a73)	1
p2(X8, X0)	p2(a0, a0)	1
p2(X0, X1)	p2(a22, a35)	1
p7(X1, X0)	p7(a17, a22)	1
p8(X1, X0)	p8(a70, a3)	1
p6(a67, X1, X0)	p6(a67, a55, a10)	1
p2(X5, X0)	p2(a36, a48)	1
p2(X5, X0)	p2(a38, a30)	1
p5(X0, a39)	p5(a18, a39)	1
p9(X1)	p9(a97)	1
p2(X2, X0)	p2(a62, a6)	1
p7(X0, X1)	p7(a1, a43)	1
p2(X0, X1)	p2(a36, a48)	1
p2(X0, X1)	p2(a38, a30)	1
p8(X1, X0)	p8(a15, a91)	1
p5(a17, X0)	p5(a17, a39)	1
p5(X0, X1)	p5(a11, a20)	1
p9(X0)	p9(a5)	1
p2(X8, X0)	p2(a42, a0)	1
p4(a42, a96, X1, a38)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p2(X1, X0)	p2(a36, a48)	1
p5(a29, X0)	p5(a29, a7)	1
p7(X1, X0)	p7(a42, a49)	1
p5(a3, X0)	p5(a3, a14)	1
p2(X3, X0)	p2(a42, a0)	1
p8(X1, X0)	p8(a54, a23)	1
p3(a0, X1, a45, a19)	p3(a0, a18, a45, a19) :- p7(X9, X6)	1
p7(X1, X0)	p7(a25, a14)	1
p8(X0, X1)	p8(a38, a82)	1
p5(a20, a65)	p5(a20, a65)	1
p9(X0)	p9(a0)	1
p2(X8, X0)	p2(a80, a0)	1
p9(X1)	p9(a36)	1
p7(a62, X0)	p7(a62, a66)	1
p2(X4, X0)	p2(a2, a11)	1
p2(X6, X0)	p2(a0, a0)	1
p8(X0, X1)	p8(a15, a81)	1
p2(X3, X0)	p2(a80, a0)	1
p1(X0)	p1(a24)	1
p2(X0, X1)	p2(a10, a11)	1
p2(X9, X0)	p2(a10, a15)	1
p4(a31, X0, a23, a95)	p4(a31, a12, a23, a95)	1
p2(X4, X0)	p2(a2, a94)	1
p2(X2, X0)	p2(a24, a5)	1
p2(X3, X0)	p2(a17, a46)	1
p5(X1, X0)	p5(a0, a83)	1
p8(X0, X2)	p8(a31, a37)	1
p2(X8, X0)	p2(a30, a34)	1
p5(a48, X0)	p5(a48, a90)	1
p8(X0, X2)	p8(a15, a81)	1
p7(X1, X0)	p7(a52, a57)	1
p2(X8, X0)	p2(a95, a21)	1
p2(a10, X0)	p2(a10, a15)	1
p5(X0, X1)	p5(a0, a53)	1
p5(X0, X1)	p5(a37, a6)	1
p9(X1)	p9(a34)	1
p2(X3, X0)	p2(a95, a21)	1
p5(X0, X1)	p5(a48, a90)	1
p2(X8, X0)	p2(a1, a33)	1
p9(X1)	p9(a85)	1
p6(X0, X1, a10)	p6(a67, a55, a10)	1
p4(a42, a96, X3, X0)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p8(X1, X0)	p8(a1, a92)	1
p7(X1, X0)	p7(a84, a15)	1
p9(X1)	p9(a14)	1
p9(X0)	p9(a19)	1
p8(X0, X2)	p8(a19, a0)	1
p2(X2, X0)	p2(a66, a50)	1
p2(X6, X0)	p2(a18, a56)	1
p2(X9, X0)	p2(a13, a21)	1
p8(X0, X2)	p8(a30, a25)	1
p2(X5, X0)	p2(a18, a56)	1
p4(a49, a10, a62, X0)	p4(a49, a10, a62, a77)	1
p8(X1, X0)	p8(a10, a0)	1
p2(X3, X0)	p2(a72, a61)	1
p8(X0, X1)	p8(a19, a2)	1
p4(X2, X0, X1, X0)	p4(a82, a36, a25, a36)	1
p2(X8, X0)	p2(a22, a0)	1
p5(X0, X1)	p5(a94, a15)	1
p8(X1, X0)	p8(a0, a40)	1
p5(a60, X0)	p5(a60, a23)	1
p3(X3, a18, X1, X4)	p3(a12, a18, a20, a12)	1
p8(X0, X2)	p8(a54, a99)	1
p2(X5, X0)	p2(a90, a57)	1
p7(X0, X1)	p7(a41, a55)	1
p2(X8, X0)	p2(a0, a76)	1
p2(X8, X0)	p2(a72, a61)	1
p8(X0, X2)	p8(a11, a25)	1
p2(X0, X1)	p2(a90, a57)	1
p2(X8, X0)	p2(a2, a0)	1
p5(X1, X1)	p5(a11, a11)	1
p8(X0, X2)	p8(a28, a59)	1
p9(X0)	p9(a73)	1
p2(a2, X0)	p2(a2, a0)	1
p2(X3, X0)	p2(a0, a76)	1
p7(X0, X1)	p7(a28, a57)	1
p5(X0, X1)	p5(a21, a46)	1
p1(X0)	p1(a16)	1
p2(X3, X0)	p2(a2, a0)	1
p2(X6, X0)	p2(a17, a46)	1
p2(X0, X1)	p2(a2, a11)	1
p2(X5, X0)	p2(a17, a46)	1
p9(X1)	p9(a57)	1
p2(X0, X1)	p2(a17, a46)	1
p2(X0, X1)	p2(a62, a6)	1
p7(X1, X0)	p7(a26, a70)	1
p2(X1, X0)	p2(a0, a0)	1
p2(X5, X0)	p2(a42, a0)	1
p8(X0, X1)	p8(a14, a40)	1
p2(X2, X0)	p2(a76, a24)	1
p2(X0, X1)	p2(a42, a0)	1
p2(X3, X0)	p2(a0, a63)	1
p6(a34, a12, X3)	p6(a34, a12, a11) :- p7(X3, X0)	1
p7(X1, X0)	p7(a50, a0)	1
p9(X1)	p9(a30)	1
p9(X0)	p9(a14)	1
p4(X0, X1, a0, a51)	p4(a63, a13, a0, a51)	1
p2(X3, X0)	p2(a22, a0)	1
p4(a42, a96, a2, X9)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
p2(X1, X0)	p2(a42, a0)	1
p1(X0)	p1(a88)	1
p2(X6, X0)	p2(a80, a0)	1
p2(X5, X0)	p2(a1, a33)	1
p6(X3, X9, a11)	p6(a15, a13, a11)	1
p8(X0, X2)	p8(a11, a28)	1
p8(X0, X2)	p8(a14, a40)	1
p1(X0)	p1(a81)	1
p2(X5, X0)	p2(a80, a0)	1
p2(X6, X0)	p2(a72, a61)	1
p5(X0, a16)	p5(a12, a16)	1
p8(X1, X0)	p8(a25, a53)	1
p8(X0, X1)	p8(a11, a25)	1
p7(X0, X1)	p7(a26, a70)	1
p5(X0, X1)	p5(a22, a63)	1
p2(X4, X0)	p2(a83, a22)	1
p2(X8, a11)	p2(a10, a11)	1
p5(X0, X1)	p5(a14, a14)	1
p2(X5, X0)	p2(a92, a0)	1
p5(X0, X1)	p5(a56, a0)	1
p2(X2, X0)	p2(a10, a15)	1
p2(X1, X0)	p2(a80, a0)	1
p2(X0, X1)	p2(a92, a0)	1
p2(X0, X1)	p2(a17, a92)	1
p2(X6, X0)	p2(a0, a76)	1
p4(a42, a96, X2, a38)	p4(a42, a96, X7, a38) :- p5(X2, X2), p2(X7, X2)	1
