goal	rule	score
borders(Neighbor, sudan)	borders(egypt, sudan)	1
sharesBorder(ethiopia, C)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(Region, C)	borders(sweden, finland)	1
borders(C, R)	borders(lebanon, israel)	1
locatedIn(V, europe)	locatedIn(vatican_city, europe)	1
currencyOf(Region, C)	currencyOf(samoa, tala)	1
borders(C, L)	borders(china, afghanistan)	1
cityIn(C, City)	cityIn(ramallah, palestine)	1
borders(V, bulgaria)	borders(north_macedonia, bulgaria)	1
memberOf(C, City)	memberOf(united_states, usmca)	1
locatedIn(Continent, north_america)	locatedIn(dominica, north_america)	1
sharesBorder(bolivia, Y)	sharesBorder(X, Y) :- borders(X, Y)	1
memberOf(W, aukus)	memberOf(united_kingdom, aukus)	1
sharesBorder(costa_rica, Y)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(Org, C)	borders(burundi, dr_congo)	1
borders(united_states, C)	borders(united_states, canada)	1
locatedIn(X, C)	locatedIn(vietnam, asia)	1
locatedIn(C, europe)	locatedIn(ukraine, europe)	1
borders(C, City)	borders(saudi_arabia, kuwait)	1
locatedIn(Neighbor, africa)	locatedIn(madagascar, africa)	1
borders(C, W)	borders(denmark, germany)	1
borders(lebanon, israel)	borders(lebanon, israel)	1
borders(City, C)	borders(albania, north_macedonia)	1
locatedIn(Continent, europe)	locatedIn(vatican_city, europe)	1
borders(C, L)	borders(serbia, hungary)	1
borders(mali, R)	borders(mali, mauritania)	1
borders(C, City)	borders(syria, turkey)	1
sharesBorder(Continent, italy)	sharesBorder(X, Y) :- borders(Y, X)	1
officialLanguage(X, english)	officialLanguage(sudan, english)	1
threeBorderTrip(Neighbor, central_african_republic)	threeBorderTrip(X, W) :- twoBorderTrip(X, Y), sharesBorder(Y, W)	1
capitalOf(C, Z)	capitalOf(mozambique, maputo)	1
locatedIn(Neighbor, asia)	locatedIn(laos, asia)	1
locatedIn(Y, africa)	locatedIn(dr_congo, africa)	1
sharesBorder(china, Org)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(peru, Y)	borders(peru, ecuador)	1
locatedIn(L, north_america)	locatedIn(united_states, north_america)	1
locatedIn(Y, europe)	locatedIn(belarus, europe)	1
locatedIn(Z, asia)	locatedIn(malaysia, asia)	1
cityIn(L, croatia)	cityIn(zagreb, croatia)	1
sharesBorder(X, egypt)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(guyana, C)	borders(guyana, suriname)	1
capitalOf(C, Z)	capitalOf(kenya, nairobi)	1
cityIn(City, tunisia)	cityIn(tunis, tunisia)	1
borders(central_african_republic, Y)	borders(central_african_republic, congo)	1
borders(netherlands, Y)	borders(netherlands, germany)	1
borders(tajikistan, O)	borders(tajikistan, uzbekistan)	1
borders(Continent, C)	borders(lebanon, israel)	1
locatedIn(C, City)	locatedIn(zimbabwe, africa)	1
locatedIn(Neighbor, africa)	locatedIn(guinea, africa)	1
locatedIn(zambia, City)	locatedIn(zambia, africa)	1
borders(Org, C)	borders(niger, algeria)	1
locatedIn(Region, C)	locatedIn(south_korea, asia)	1
borders(Continent, china)	borders(russia, china)	1
borders(libya, C)	borders(libya, algeria)	1
cityIn(L, kazakhstan)	cityIn(astana, kazakhstan)	1
borders(Continent, C)	borders(sweden, finland)	1
borders(Continent, kosovo)	borders(north_macedonia, kosovo)	1
borders(china, mongolia)	borders(china, mongolia)	1
borders(nigeria, cameroon)	borders(nigeria, cameroon)	1
sharesBorder(canada, V)	sharesBorder(X, Y) :- borders(Y, X)	1
officialLanguage(C, english)	officialLanguage(cameroon, english)	1
sharesBorder(C, poland)	sharesBorder(X, Y) :- borders(Y, X)	1
sharesBorder(china, C)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(C, Continent)	borders(senegal, mauritania)	1
sharesBorder(Neighbor, china)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(georgia, turkey)	borders(georgia, turkey)	1
sharesBorder(israel, lebanon)	sharesBorder(X, Y) :- borders(Y, X)	1
cityIn(City, C)	cityIn(riga, latvia)	1
cityIn(C, peru)	cityIn(cusco, peru)	1
officialLanguage(L, C)	officialLanguage(brazil, portuguese)	1
locatedIn(R, middle_east)	locatedIn(syria, middle_east)	1
locatedIn(R, africa)	locatedIn(mali, africa)	1
borders(benin, Y)	borders(benin, niger)	1
locatedIn(O, north_america)	locatedIn(el_salvador, north_america)	1
cityIn(City, C)	cityIn(valparaiso, chile)	1
officialLanguage(C, english)	officialLanguage(nauru, english)	1
sharesBorder(belgium, france)	sharesBorder(X, Y) :- borders(Y, X)	1
sharesBorder(china, W)	sharesBorder(X, Y) :- borders(X, Y)	1
cityIn(C, City)	cityIn(daugavpils, latvia)	1
officialLanguage(somalia, somali)	officialLanguage(somalia, somali)	1
officialLanguage(City, C)	officialLanguage(hungary, hungarian)	1
capitalOf(City, C)	capitalOf(saint_vincent_and_the_grenadines, kingstown)	1
locatedIn(Y, middle_east)	locatedIn(jordan, middle_east)	1
officialLanguage(C, City)	officialLanguage(canada, french)	1
locatedIn(Z, europe)	locatedIn(croatia, europe)	1
borders(C, L)	borders(yemen, oman)	1
borders(C, O)	borders(albania, greece)	1
memberOf(C, Region)	memberOf(peru, g20)	1
borders(Org, rwanda)	borders(uganda, rwanda)	1
sharesBorder(austria, czechia)	sharesBorder(X, Y) :- borders(Y, X)	1
officialLanguage(X, spanish)	officialLanguage(guatemala, spanish)	1
cityIn(City, C)	cityIn(istanbul, turkey)	1
memberOf(Neighbor, nato)	memberOf(italy, nato)	1
capitalOf(C, City)	capitalOf(guinea_bissau, bissau)	1
borders(C, Org)	borders(brazil, colombia)	1
borders(Neighbor, C)	borders(belarus, ukraine)	1
cityIn(C, City)	cityIn(berlin, germany)	1
officialLanguage(Z, english)	officialLanguage(lesotho, english)	1
twoBorderTrip(C, zambia)	twoBorderTrip(X, Z) :- sharesBorder(X, Y), sharesBorder(Y, Z)	1
borders(Org, cameroon)	borders(nigeria, cameroon)	1
cityIn(C, City)	cityIn(brno, czechia)	1
memberOf(V, C)	memberOf(italy, nato)	1
officialLanguage(Org, icelandic)	officialLanguage(iceland, icelandic)	1
cityIn(C, uruguay)	cityIn(montevideo, uruguay)	1
locatedIn(Country, asia)	locatedIn(turkmenistan, asia)	1
capitalOf(City, C)	capitalOf(norway, oslo)	1
borders(honduras, X)	borders(honduras, el_salvador)	1
cityIn(C, City)	cityIn(muscat, oman)	1
locatedIn(sudan, City)	locatedIn(sudan, africa)	1
borders(russia, R)	borders(russia, north_korea)	1
borders(Neighbor, russia)	borders(azerbaijan, russia)	1
sharesBorder(china, V)	sharesBorder(X, Y) :- borders(X, Y)	1
sharesBorder(Y, india)	sharesBorder(X, Y) :- borders(Y, X)	1
locatedIn(City, north_america)	locatedIn(panama, north_america)	1
cityIn(City, C)	cityIn(aarhus, denmark)	1
borders(lithuania, O)	borders(lithuania, russia)	1
borders(V, sudan)	borders(eritrea, sudan)	1
borders(Neighbor, kyrgyzstan)	borders(china, kyrgyzstan)	1
borders(turkmenistan, Org)	borders(turkmenistan, afghanistan)	1
officialLanguage(burkina_faso, french)	officialLanguage(burkina_faso, french)	1
capitalOf(City, C)	capitalOf(gambia, banjul)	1
officialLanguage(V, arabic)	officialLanguage(somalia, arabic)	1
locatedIn(L, asia)	locatedIn(tajikistan, asia)	1
borders(O, kosovo)	borders(montenegro, kosovo)	1
locatedIn(C, City)	locatedIn(guinea, africa)	1
borders(brazil, C)	borders(brazil, uruguay)	1
officialLanguage(C, spanish)	officialLanguage(guatemala, spanish)	1
locatedIn(R, africa)	locatedIn(nigeria, africa)	1
sharesBorder(denmark, germany)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(Y, jordan)	borders(saudi_arabia, jordan)	1
locatedIn(City, C)	locatedIn(haiti, north_america)	1
memberOf(Org, C)	memberOf(united_arab_emirates, gcc)	1
officialLanguage(Z, spanish)	officialLanguage(guatemala, spanish)	1
borders(C, Neighbor)	borders(equatorial_guinea, gabon)	1
borders(south_africa, Neighbor)	borders(south_africa, eswatini)	1
borders(peru, Org)	borders(peru, ecuador)	1
borders(Continent, C)	borders(benin, togo)	1
borders(L, C)	borders(zambia, dr_congo)	1
borders(X, tajikistan)	borders(china, tajikistan)	1
borders(R, C)	borders(brazil, bolivia)	1
officialLanguage(City, russian)	officialLanguage(belarus, russian)	1
officialLanguage(Z, russian)	officialLanguage(belarus, russian)	1
locatedIn(L, africa)	locatedIn(djibouti, africa)	1
borders(C, L)	borders(guinea, guinea_bissau)	1
memberOf(Neighbor, nato)	memberOf(slovakia, nato)	1
cityIn(L, belgium)	cityIn(brussels, belgium)	1
locatedIn(equatorial_guinea, City)	locatedIn(equatorial_guinea, africa)	1
borders(C, L)	borders(kenya, ethiopia)	1
borders(O, bangladesh)	borders(india, bangladesh)	1
borders(C, L)	borders(luxembourg, germany)	1
borders(angola, Y)	borders(angola, dr_congo)	1
borders(armenia, C)	borders(armenia, azerbaijan)	1
officialLanguage(Z, norwegian)	officialLanguage(norway, norwegian)	1
borders(C, guinea_bissau)	borders(guinea, guinea_bissau)	1
borders(C, Org)	borders(united_states, mexico)	1
officialLanguage(X, english)	officialLanguage(gambia, english)	1
borders(C, R)	borders(zambia, dr_congo)	1
borders(V, congo)	borders(cameroon, congo)	1
locatedIn(italy, C)	locatedIn(italy, europe)	1
sharesBorder(O, serbia)	sharesBorder(X, Y) :- borders(Y, X)	1
sharesBorder(C, rwanda)	sharesBorder(X, Y) :- borders(X, Y)	1
officialLanguage(X, french)	officialLanguage(benin, french)	1
officialLanguage(L, C)	officialLanguage(guinea_bissau, portuguese)	1
borders(C, Neighbor)	borders(france, belgium)	1
memberOf(Org, C)	memberOf(russia, brics)	1
sharesBorder(O, guinea)	sharesBorder(X, Y) :- borders(Y, X)	1
locatedIn(L, europe)	locatedIn(poland, europe)	1
officialLanguage(Z, C)	officialLanguage(benin, french)	1
locatedIn(City, C)	locatedIn(antigua_and_barbuda, north_america)	1
memberOf(City, C)	memberOf(south_africa, g20)	1
borders(Neighbor, myanmar)	borders(china, myanmar)	1
sharesBorder(bulgaria, V)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(ethiopia, Neighbor)	borders(ethiopia, djibouti)	1
borders(kenya, Org)	borders(kenya, ethiopia)	1
borders(Neighbor, C)	borders(russia, china)	1
sharesBorder(C, iran)	sharesBorder(X, Y) :- borders(Y, X)	1
locatedIn(City, C)	locatedIn(czechia, europe)	1
borders(Neighbor, C)	borders(moldova, romania)	1
currencyOf(X, serbian_dinar)	currencyOf(serbia, serbian_dinar)	1
borders(Y, kyrgyzstan)	borders(kazakhstan, kyrgyzstan)	1
borders(C, Org)	borders(south_africa, eswatini)	1
locatedIn(ireland, europe)	locatedIn(ireland, europe)	1
capitalOf(C, City)	capitalOf(india, new_delhi)	1
borders(R, C)	borders(nigeria, cameroon)	1
officialLanguage(X, english)	officialLanguage(solomon_islands, english)	1
borders(C, france)	borders(spain, france)	1
cityIn(City, djibouti)	cityIn(djibouti, djibouti)	1
locatedIn(V, asia)	locatedIn(timor_leste, asia)	1
memberOf(Neighbor, eu)	memberOf(germany, eu)	1
borders(C, L)	borders(hungary, romania)	1
borders(venezuela, guyana)	borders(venezuela, guyana)	1
cityIn(C, north_macedonia)	cityIn(bitola, north_macedonia)	1
borders(chad, libya)	borders(chad, libya)	1
borders(C, O)	borders(albania, montenegro)	1
borders(kenya, City)	borders(kenya, somalia)	1
borders(lebanon, Org)	borders(lebanon, israel)	1
locatedIn(City, europe)	locatedIn(liechtenstein, europe)	1
locatedIn(C, City)	locatedIn(norway, europe)	1
sharesBorder(eswatini, R)	sharesBorder(X, Y) :- borders(Y, X)	1
locatedIn(C, City)	locatedIn(kuwait, middle_east)	1
capitalOf(C, City)	capitalOf(south_korea, seoul)	1
locatedIn(City, middle_east)	locatedIn(jordan, middle_east)	1
locatedIn(X, C)	locatedIn(zambia, africa)	1
borders(C, Org)	borders(uganda, dr_congo)	1
borders(C, L)	borders(brazil, guyana)	1
borders(montenegro, Org)	borders(montenegro, serbia)	1
borders(Org, croatia)	borders(slovenia, croatia)	1
officialLanguage(R, english)	officialLanguage(united_kingdom, english)	1
officialLanguage(C, arabic)	officialLanguage(libya, arabic)	1
cityIn(C, City)	cityIn(kumasi, ghana)	1
cityIn(C, City)	cityIn(kaunas, lithuania)	1
sharesBorder(belarus, R)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(C, Org)	borders(latvia, lithuania)	1
sharesBorder(City, C)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(C, france)	borders(andorra, france)	1
memberOf(O, g20)	memberOf(germany, g20)	1
cityIn(C, belize)	cityIn(belmopan, belize)	1
locatedIn(C, City)	locatedIn(luxembourg, europe)	1
cityIn(City, iran)	cityIn(tehran, iran)	1
borders(City, south_sudan)	borders(ethiopia, south_sudan)	1
locatedIn(Z, europe)	locatedIn(ukraine, europe)	1
borders(C, L)	borders(qatar, united_arab_emirates)	1
sameRegion(C, portugal)	sameRegion(X, Y) :- locatedIn(X, R), locatedIn(Y, R)	1
borders(C, Continent)	borders(russia, norway)	1
borders(Neighbor, C)	borders(panama, colombia)	1
officialLanguage(R, serbian)	officialLanguage(kosovo, serbian)	1
officialLanguage(City, spanish)	officialLanguage(guatemala, spanish)	1
borders(C, Neighbor)	borders(jordan, israel)	1
locatedIn(Neighbor, middle_east)	locatedIn(israel, middle_east)	1
memberOf(australia, City)	memberOf(australia, aukus)	1
locatedIn(X, C)	locatedIn(dominica, north_america)	1
borders(Org, C)	borders(tajikistan, uzbekistan)	1
borders(Continent, kosovo)	borders(montenegro, kosovo)	1
borders(City, C)	borders(senegal, mauritania)	1
borders(Neighbor, italy)	borders(france, italy)	1
locatedIn(bosnia_and_herzegovina, C)	locatedIn(bosnia_and_herzegovina, europe)	1
borders(C, Org)	borders(denmark, germany)	1
officialLanguage(C, arabic)	officialLanguage(yemen, arabic)	1
borders(C, Neighbor)	borders(argentina, paraguay)	1
borders(City, C)	borders(azerbaijan, georgia)	1
sharesBorder(estonia, latvia)	sharesBorder(X, Y) :- borders(X, Y)	1
locatedIn(Continent, C)	locatedIn(iceland, europe)	1
borders(C, liberia)	borders(cote_divoire, liberia)	1
borders(Region, C)	borders(chad, libya)	1
locatedIn(Country, asia)	locatedIn(japan, asia)	1
borders(V, croatia)	borders(bosnia_and_herzegovina, croatia)	1
cityIn(City, kuwait)	cityIn(hawalli, kuwait)	1
borders(germany, Continent)	borders(germany, belgium)	1
borders(O, thailand)	borders(myanmar, thailand)	1
borders(O, romania)	borders(moldova, romania)	1
sharesBorder(italy, austria)	sharesBorder(X, Y) :- borders(Y, X)	1
memberOf(canada, City)	memberOf(canada, nato)	1
cityIn(City, burkina_faso)	cityIn(ouagadougou, burkina_faso)	1
locatedIn(L, europe)	locatedIn(italy, europe)	1
locatedIn(L, africa)	locatedIn(gambia, africa)	1
sharesBorder(netherlands, Y)	sharesBorder(X, Y) :- borders(X, Y)	1
sharesBorder(tajikistan, Neighbor)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(zimbabwe, O)	borders(zimbabwe, mozambique)	1
cityIn(C, City)	cityIn(salzburg, austria)	1
borders(C, O)	borders(yemen, oman)	1
officialLanguage(C, russian)	officialLanguage(russia, russian)	1
borders(C, City)	borders(central_african_republic, sudan)	1
borders(malawi, Y)	borders(malawi, mozambique)	1
sharesBorder(City, burundi)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(Neighbor, C)	borders(tanzania, dr_congo)	1
memberOf(City, C)	memberOf(united_kingdom, nato)	1
borders(C, L)	borders(china, north_korea)	1
sharesBorder(bolivia, R)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(Region, C)	borders(myanmar, thailand)	1
locatedIn(italy, City)	locatedIn(italy, europe)	1
locatedIn(Neighbor, C)	locatedIn(kosovo, europe)	1
borders(C, X)	borders(cote_divoire, mali)	1
officialLanguage(C, tigrinya)	officialLanguage(eritrea, tigrinya)	1
memberOf(O, nato)	memberOf(poland, nato)	1
borders(C, Continent)	borders(lebanon, israel)	1
borders(R, C)	borders(china, myanmar)	1
borders(R, C)	borders(cambodia, laos)	1
borders(kyrgyzstan, C)	borders(kyrgyzstan, tajikistan)	1
currencyOf(C, City)	currencyOf(united_kingdom, pound)	1
sharesBorder(burkina_faso, benin)	sharesBorder(X, Y) :- borders(Y, X)	1
memberOf(City, C)	memberOf(oman, gcc)	1
officialLanguage(C, slovenian)	officialLanguage(slovenia, slovenian)	1
borders(C, City)	borders(moldova, ukraine)	1
officialLanguage(R, french)	officialLanguage(cameroon, french)	1
cityIn(City, papua_new_guinea)	cityIn(lae, papua_new_guinea)	1
locatedIn(C, africa)	locatedIn(burundi, africa)	1
memberOf(Neighbor, g20)	memberOf(italy, g20)	1
borders(C, W)	borders(chad, niger)	1
borders(C, syria)	borders(lebanon, syria)	1
borders(Y, zambia)	borders(zimbabwe, zambia)	1
borders(Continent, C)	borders(chad, libya)	1
borders(C, Org)	borders(kenya, south_sudan)	1
officialLanguage(V, english)	officialLanguage(fiji, english)	1
sharesBorder(namibia, V)	sharesBorder(X, Y) :- borders(Y, X)	1
locatedIn(Region, C)	locatedIn(romania, europe)	1
borders(Neighbor, uzbekistan)	borders(tajikistan, uzbekistan)	1
borders(W, C)	borders(guinea, liberia)	1
locatedIn(Country, europe)	locatedIn(germany, europe)	1
borders(C, Neighbor)	borders(kenya, tanzania)	1
borders(eritrea, Neighbor)	borders(eritrea, sudan)	1
sharesBorder(Y, colombia)	sharesBorder(X, Y) :- borders(X, Y)	1
locatedIn(V, africa)	locatedIn(libya, africa)	1
borders(O, C)	borders(colombia, venezuela)	1
officialLanguage(solomon_islands, english)	officialLanguage(solomon_islands, english)	1
memberOf(slovakia, City)	memberOf(slovakia, nato)	1
borders(jordan, O)	borders(jordan, israel)	1
borders(Neighbor, C)	borders(russia, mongolia)	1
locatedIn(R, africa)	locatedIn(uganda, africa)	1
locatedIn(City, africa)	locatedIn(benin, africa)	1
cityIn(City, C)	cityIn(surabaya, indonesia)	1
sharesBorder(O, zambia)	sharesBorder(X, Y) :- borders(X, Y)	1
locatedIn(C, City)	locatedIn(cuba, north_america)	1
sharesBorder(Org, latvia)	sharesBorder(X, Y) :- borders(X, Y)	1
locatedIn(Country, europe)	locatedIn(finland, europe)	1
borders(Continent, C)	borders(myanmar, thailand)	1
memberOf(C, Region)	memberOf(egypt, brics)	1
memberOf(V, C)	memberOf(italy, eu)	1
borders(C, Neighbor)	borders(niger, algeria)	1
capitalOf(C, Z)	capitalOf(gambia, banjul)	1
borders(ghana, burkina_faso)	borders(ghana, burkina_faso)	1
borders(R, C)	borders(netherlands, belgium)	1
officialLanguage(Country, C)	officialLanguage(turkmenistan, turkmen)	1
capitalOf(C, City)	capitalOf(slovakia, bratislava)	1
officialLanguage(City, C)	officialLanguage(poland, polish)	1
sharesBorder(X, guyana)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(colombia, O)	borders(colombia, venezuela)	1
borders(zimbabwe, O)	borders(zimbabwe, namibia)	1
borders(russia, Y)	borders(russia, finland)	1
locatedIn(O, C)	locatedIn(canada, north_america)	1
borders(saudi_arabia, Org)	borders(saudi_arabia, iraq)	1
borders(R, C)	borders(russia, finland)	1
borders(R, uzbekistan)	borders(kazakhstan, uzbekistan)	1
memberOf(C, Region)	memberOf(france, g20)	1
locatedIn(Y, south_america)	locatedIn(ecuador, south_america)	1
borders(hungary, R)	borders(hungary, slovakia)	1
borders(spain, O)	borders(spain, portugal)	1
borders(latvia, X)	borders(latvia, russia)	1
cityIn(C, City)	cityIn(prague, czechia)	1
officialLanguage(Z, arabic)	officialLanguage(united_arab_emirates, arabic)	1
borders(C, malawi)	borders(tanzania, malawi)	1
borders(C, kazakhstan)	borders(russia, kazakhstan)	1
sharesBorder(Org, china)	sharesBorder(X, Y) :- borders(Y, X)	1
borders(R, C)	borders(india, china)	1
cityIn(C, ireland)	cityIn(cork, ireland)	1
memberOf(pakistan, g20)	memberOf(pakistan, g20)	1
borders(kyrgyzstan, Neighbor)	borders(kyrgyzstan, uzbekistan)	1
officialLanguage(R, english)	officialLanguage(united_states, english)	1
locatedIn(C, europe)	locatedIn(azerbaijan, europe)	1
cityIn(City, C)	cityIn(london, united_kingdom)	1
locatedIn(City, C)	locatedIn(niger, africa)	1
sharesBorder(O, hungary)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(italy, Neighbor)	borders(italy, switzerland)	1
borders(argentina, City)	borders(argentina, chile)	1
borders(O, C)	borders(burundi, dr_congo)	1
borders(C, R)	borders(cameroon, central_african_republic)	1
borders(Continent, italy)	borders(france, italy)	1
borders(C, L)	borders(slovenia, croatia)	1
sharesBorder(O, rwanda)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(Continent, C)	borders(luxembourg, france)	1
locatedIn(Neighbor, africa)	locatedIn(morocco, africa)	1
borders(Neighbor, C)	borders(mexico, belize)	1
sharesBorder(Org, dr_congo)	sharesBorder(X, Y) :- borders(X, Y)	1
capitalOf(C, City)	capitalOf(uzbekistan, tashkent)	1
locatedIn(north_korea, asia)	locatedIn(north_korea, asia)	1
sharesBorder(united_arab_emirates, oman)	sharesBorder(X, Y) :- borders(X, Y)	1
borders(C, Continent)	borders(kazakhstan, kyrgyzstan)	1
borders(R, C)	borders(china, kazakhstan)	1
locatedIn(City, C)	locatedIn(austria, europe)	1
borders(City, somalia)	borders(ethiopia, somalia)	1
borders(O, togo)	borders(ghana, togo)	1
borders(C, City)	borders(laos, vietnam)	1
borders(City, C)	borders(turkmenistan, afghanistan)	1
borders(Org, sudan)	borders(eritrea, sudan)	1
borders(C, L)	borders(turkmenistan, uzbekistan)	1
locatedIn(City, C)	locatedIn(eswatini, africa)	1
locatedIn(City, north_america)	locatedIn(dominica, north_america)	1
borders(Y, tajikistan)	borders(china, tajikistan)	1
borders(Neighbor, C)	borders(ethiopia, somalia)	1
borders(uganda, Y)	borders(uganda, tanzania)	1
capitalOf(C, City)	capitalOf(panama, panama_city)	1
sharesBorder(Neighbor, C)	sharesBorder(X, Y) :- borders(Y, X)	1
memberOf(C, City)	memberOf(india, g20)	1
locatedIn(Continent, africa)	locatedIn(cape_verde, africa)	1
borders(C, Org)	borders(south_korea, north_korea)	1
borders(O, georgia)	borders(azerbaijan, georgia)	1
borders(C, R)	borders(syria, turkey)	1
sharesBorder(pakistan, china)	sharesBorder(X, Y) :- borders(Y, X)	1
locatedIn(Region, C)	locatedIn(ireland, europe)	1
officialLanguage(C, City)	officialLanguage(finland, finnish)	1
sharesBorder(kyrgyzstan, tajikistan)	sharesBorder(X, Y) :- borders(X, Y)	1
locatedIn(kenya, City)	locatedIn(kenya, africa)	1
memberOf(O, g20)	memberOf(indonesia, g20)	1
borders(Neighbor, C)	borders(cote_divoire, mali)	1
borders(R, C)	borders(bosnia_and_herzegovina, montenegro)	1
borders(Continent, C)	borders(cameroon, central_african_republic)	1
borders(C, Org)	borders(poland, germany)	1
officialLanguage(C, english)	officialLanguage(india, english)	1
locatedIn(V, C)	locatedIn(mauritius, africa)	1
borders(latvia, Neighbor)	borders(latvia, lithuania)	1
borders(Neighbor, C)	borders(guatemala, el_salvador)	1
borders(C, W)	borders(united_arab_emirates, oman)	1
borders(C, Neighbor)	borders(guinea, sierra_leone)	1
borders(C, L)	borders(cambodia, thailand)	1
cityIn(C, myanmar)	cityIn(naypyidaw, myanmar)	1
borders(cambodia, Continent)	borders(cambodia, thailand)	1
